D/H Sample,ID,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao
2021-12-22T07:00,1200535,5.4,13.4,0.0,3.0,0.0,1.5,100.0,1015.5
2021-12-22T08:00,1200535,5.4,13.1,2.0,3.0,0.1,1.5,100.0,1015.9
2021-12-22T09:00,1200535,6.1,12.6,66.1,2.0,0.0,1.7,100.0,1016.4
2021-12-22T10:00,1200535,7.2,12.5,88.4,4.0,0.1,2.0,100.0,1016.9
2021-12-22T11:00,1200535,5.0,13.6,328.3,4.0,0.1,1.4,100.0,1017.2
2021-12-22T12:00,1200535,6.8,14.6,760.8,4.0,0.0,1.9,100.0,1017.0
2021-12-22T13:00,1200535,12.6,15.7,654.8,5.0,0.1,3.5,100.0,1016.3
2021-12-22T14:00,1200535,13.7,17.0,919.4,5.0,0.1,3.8,90.0,1015.8
2021-12-22T15:00,1200535,16.2,17.0,388.3,5.0,0.1,4.5,84.0,1015.5
2021-12-22T16:00,1200535,11.5,16.3,261.2,5.0,0.0,3.2,89.0,1015.6
2021-12-22T17:00,1200535,11.9,16.1,86.3,5.0,0.1,3.3,90.0,1015.8
2021-12-22T18:00,1200535,7.2,15.3,3.1,5.0,0.0,2.0,94.0,1015.9
2021-12-22T19:00,1200535,11.2,15.2,0.0,5.0,0.1,3.1,95.0,1016.2
2021-12-22T20:00,1200535,9.7,15.3,0.0,5.0,0.0,2.7,96.0,1016.2
2021-12-22T21:00,1200535,7.2,15.3,0.0,5.0,0.1,2.0,99.0,1016.6
2021-12-22T22:00,1200535,10.4,15.4,0.0,5.0,0.0,2.9,100.0,1016.9
2021-12-22T23:00,1200535,8.6,15.2,0.0,5.0,0.1,2.4,100.0,1016.8
2021-12-23T00:00,1200535,10.4,15.0,0.0,5.0,0.0,2.9,100.0,1016.8
2021-12-23T01:00,1200535,5.8,15.2,0.0,5.0,0.0,1.6,100.0,1016.7
2021-12-23T02:00,1200535,6.5,15.3,0.0,5.0,0.1,1.8,100.0,1016.3
2021-12-23T03:00,1200535,9.7,15.4,0.0,5.0,0.0,2.7,100.0,1016.0
2021-12-23T04:00,1200535,9.4,15.4,0.0,5.0,0.0,2.6,100.0,1015.8
2021-12-23T05:00,1200535,10.4,15.5,0.0,6.0,0.1,2.9,100.0,1015.5
2021-12-23T06:00,1200535,14.8,15.7,0.0,6.0,0.0,4.1,100.0,1015.3
2021-12-23T07:00,1200535,11.2,15.6,0.0,6.0,0.1,3.1,100.0,1015.5
2021-12-23T08:00,1200535,13.7,15.3,2.2,6.0,0.0,3.8,100.0,1015.7
2021-12-23T09:00,1200535,13.0,15.2,67.0,6.0,5.9,3.6,100.0,1015.9
2021-12-23T10:00,1200535,8.6,14.9,190.7,6.0,0.0,2.4,100.0,1016.3
2021-12-23T11:00,1200535,12.2,15.4,412.5,7.0,0.0,3.4,100.0,1016.8
2021-12-23T12:00,1200535,11.5,16.0,872.2,7.0,0.0,3.2,98.0,1016.8
2021-12-23T13:00,1200535,10.1,17.3,1099.6,6.0,0.0,2.8,84.0,1016.0
2021-12-23T14:00,1200535,11.5,16.7,744.0,6.0,0.0,3.2,85.0,1015.1
2021-12-23T15:00,1200535,14.8,16.3,778.4,6.0,0.0,4.1,84.0,1014.6
2021-12-23T16:00,1200535,11.9,15.7,451.0,6.0,0.0,3.3,87.0,1014.6
2021-12-23T17:00,1200535,11.9,15.2,162.8,6.0,0.0,3.3,91.0,1015.1
2021-12-23T18:00,1200535,8.6,14.7,12.6,6.0,0.0,2.4,96.0,1015.2
2021-12-23T19:00,1200535,10.1,14.3,0.0,6.0,0.0,2.8,99.0,1015.6
2021-12-23T20:00,1200535,5.0,14.1,0.0,5.0,0.0,1.4,100.0,1015.9
2021-12-23T21:00,1200535,5.0,13.7,0.0,5.0,0.0,1.4,100.0,1016.0
2021-12-23T22:00,1200535,5.8,13.1,0.0,5.0,0.0,1.6,100.0,1015.9
2021-12-23T23:00,1200535,5.8,13.1,0.0,5.0,0.0,1.6,100.0,1015.4
2021-12-24T00:00,1200535,10.8,13.0,0.0,6.0,0.0,3.0,100.0,1014.9
2021-12-24T01:00,1200535,11.5,13.0,0.0,6.0,0.0,3.2,99.0,1014.5
2021-12-24T02:00,1200535,4.3,12.7,0.0,6.0,0.0,1.2,99.0,1013.9
2021-12-24T03:00,1200535,5.0,12.3,0.0,5.0,0.0,1.4,100.0,1013.5
2021-12-24T04:00,1200535,4.3,12.5,0.0,5.0,0.0,1.2,100.0,1013.3
2021-12-24T05:00,1200535,9.0,12.8,0.0,6.0,0.0,2.5,100.0,1012.8
2021-12-24T06:00,1200535,6.5,12.9,0.0,5.0,0.0,1.8,100.0,1012.5
2021-12-24T07:00,1200535,9.7,12.9,0.0,5.0,0.1,2.7,100.0,1012.3
2021-12-24T08:00,1200535,10.4,12.8,1.6,5.0,0.0,2.9,100.0,1012.2
2021-12-24T09:00,1200535,11.2,13.0,96.3,5.0,0.0,3.1,100.0,1011.9
2021-12-24T10:00,1200535,9.4,13.5,317.0,5.0,0.0,2.6,100.0,1011.8
2021-12-24T11:00,1200535,14.4,15.0,747.7,5.0,0.0,4.0,96.0,1011.3
2021-12-24T12:00,1200535,20.9,16.7,1009.0,6.0,0.0,5.8,77.0,1010.7
2021-12-24T13:00,1200535,18.4,15.3,380.4,6.0,0.5,5.1,87.0,1009.9
2021-12-24T14:00,1200535,18.7,14.0,134.3,6.0,10.2,5.2,98.0,1008.8
2021-12-24T15:00,1200535,21.6,14.4,693.6,6.0,0.1,6.0,98.0,1008.1
2021-12-24T16:00,1200535,15.8,14.9,627.6,6.0,0.0,4.4,86.0,1008.3
2021-12-24T17:00,1200535,18.4,14.6,155.9,6.0,0.0,5.1,85.0,1008.5
2021-12-24T18:00,1200535,14.0,13.5,7.6,6.0,0.0,3.9,80.0,1008.2
2021-12-24T19:00,1200535,9.7,13.2,0.0,6.0,0.0,2.7,89.0,1008.0
2021-12-24T20:00,1200535,12.6,13.9,0.0,6.0,0.0,3.5,93.0,1008.1
2021-12-24T21:00,1200535,13.0,14.1,0.0,6.0,0.0,3.6,93.0,1007.6
2021-12-24T22:00,1200535,17.6,14.3,0.0,6.0,0.0,4.9,94.0,1007.1
2021-12-24T23:00,1200535,15.5,14.6,0.0,6.0,0.0,4.3,92.0,1006.7
2021-12-25T00:00,1200535,16.9,14.8,0.0,6.0,0.0,4.7,94.0,1006.1
2021-12-25T01:00,1200535,22.3,13.4,0.6,6.0,4.0,6.2,94.0,1005.4
2021-12-25T02:00,1200535,25.6,13.7,0.0,6.0,1.5,7.1,96.0,1004.3
2021-12-25T03:00,1200535,20.9,13.4,0.0,5.0,1.6,5.8,97.0,1003.6
2021-12-25T04:00,1200535,19.8,13.2,0.0,5.0,4.7,5.5,100.0,1002.4
2021-12-25T05:00,1200535,28.1,13.4,0.0,5.0,1.4,7.8,100.0,1001.0
2021-12-25T06:00,1200535,32.8,14.3,0.0,6.0,3.7,9.1,100.0,999.6
2021-12-25T07:00,1200535,28.8,15.2,0.0,6.0,0.4,8.0,100.0,1000.0
2021-12-25T08:00,1200535,28.8,15.2,1.2,6.0,0.0,8.0,99.0,1000.3
2021-12-25T09:00,1200535,24.8,14.9,51.8,6.0,0.0,6.9,98.0,1000.6
2021-12-25T10:00,1200535,12.2,14.9,131.1,6.0,0.2,3.4,100.0,1001.5
2021-12-25T11:00,1200535,28.8,15.2,439.3,7.0,0.0,8.0,98.0,1003.0
2021-12-25T12:00,1200535,24.1,15.6,768.1,7.0,0.0,6.7,94.0,1003.9
2021-12-25T13:00,1200535,30.6,16.0,967.4,8.0,0.0,8.5,92.0,1004.2
2021-12-25T14:00,1200535,20.9,16.0,936.2,8.0,0.0,5.8,86.0,1005.2
2021-12-25T15:00,1200535,13.3,16.0,664.2,8.0,0.0,3.7,82.0,1006.6
2021-12-25T16:00,1200535,13.0,15.5,388.6,8.0,0.0,3.6,87.0,1007.6
2021-12-25T17:00,1200535,9.0,15.4,169.7,8.0,0.0,2.5,84.0,1008.8
2021-12-25T18:00,1200535,14.4,14.8,6.0,8.0,0.0,4.0,86.0,1009.6
2021-12-25T19:00,1200535,4.3,14.1,0.0,6.0,0.0,1.2,88.0,1010.4
2021-12-25T20:00,1200535,5.0,13.8,0.0,5.0,0.0,1.4,92.0,1011.4
2021-12-25T21:00,1200535,4.0,13.8,0.0,5.0,0.0,1.1,93.0,1011.8
2021-12-25T22:00,1200535,7.9,14.0,0.0,6.0,0.0,2.2,94.0,1012.2
2021-12-25T23:00,1200535,6.8,14.2,0.0,6.0,0.0,1.9,95.0,1012.4
2021-12-26T00:00,1200535,10.8,14.2,0.0,6.0,0.0,3.0,97.0,1012.6
2021-12-26T01:00,1200535,14.8,14.3,0.0,6.0,0.1,4.1,97.0,1013.0
2021-12-26T02:00,1200535,7.9,14.1,0.0,6.0,0.0,2.2,98.0,1012.8
2021-12-26T03:00,1200535,11.2,14.1,0.0,6.0,0.0,3.1,97.0,1012.6
2021-12-26T04:00,1200535,9.4,14.4,0.0,6.0,0.0,2.6,95.0,1012.9
2021-12-26T05:00,1200535,14.8,14.7,0.0,6.0,0.0,4.1,95.0,1012.6
2021-12-26T06:00,1200535,15.1,14.9,0.0,6.0,0.6,4.2,98.0,1012.4
2021-12-26T07:00,1200535,18.7,15.0,0.0,6.0,0.8,5.2,100.0,1012.1
2021-12-26T08:00,1200535,19.8,15.3,0.5,6.0,0.7,5.5,100.0,1012.1
2021-12-26T09:00,1200535,18.7,15.9,61.5,6.0,0.3,5.2,100.0,1012.7
2021-12-26T10:00,1200535,23.0,16.2,114.4,6.0,0.2,6.4,100.0,1013.1
2021-12-26T11:00,1200535,23.4,16.6,324.4,6.0,0.1,6.5,100.0,1013.6
2021-12-26T12:00,1200535,23.4,16.9,416.8,6.0,0.2,6.5,100.0,1013.6
2021-12-26T13:00,1200535,24.1,16.9,452.3,6.0,0.4,6.7,100.0,1013.3
2021-12-26T14:00,1200535,19.4,16.5,520.6,6.0,0.4,5.4,100.0,1013.0
2021-12-26T15:00,1200535,18.7,16.4,361.1,6.0,0.1,5.2,100.0,1012.9
2021-12-26T16:00,1200535,20.9,16.2,173.8,6.0,1.0,5.8,100.0,1013.0
2021-12-26T17:00,1200535,21.6,16.1,55.3,6.0,0.7,6.0,100.0,1013.2
2021-12-26T18:00,1200535,21.6,16.0,3.4,6.0,0.0,6.0,100.0,1013.7
2021-12-26T19:00,1200535,22.3,16.1,0.0,6.0,3.3,6.2,100.0,1013.9
2021-12-26T20:00,1200535,16.2,16.0,0.0,6.0,0.8,4.5,100.0,1014.3
