,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao
4654,5.8,10.1,0.4,8,0.0,1.6,75.0,-99.0
4655,-99.0,-99.0,-99.0,0,0.0,-99.0,-99.0,-99.0
4656,4.3,8.8,0.3,0,0.0,1.2,68.0,-99.0
4657,3.6,16.4,214.7,6,0.0,1.0,88.0,-99.0
4658,6.8,6.9,-99.0,9,0.0,1.9,54.0,-99.0
4659,10.1,16.0,285.6,3,0.0,2.8,96.0,-99.0
4660,4.0,8.8,-99.0,7,0.0,1.1,73.0,-99.0
4661,13.3,5.9,0.1,9,0.0,3.7,68.0,-99.0
4662,8.3,5.0,-99.0,8,0.0,2.3,79.0,1022.3
4663,7.2,9.7,0.1,8,-99.0,2.0,79.0,-99.0
4664,9.0,7.6,0.1,8,0.0,2.5,62.0,1021.8
4665,6.1,11.5,-99.0,9,0.0,1.7,48.0,-99.0
4666,8.6,7.0,1.7,8,0.0,2.4,66.0,-99.0
4667,1.4,5.1,0.2,2,0.0,0.4,69.0,-99.0
4668,10.8,5.0,0.4,8,0.0,3.0,68.0,-99.0
4669,0.0,8.4,0.9,6,0.0,0.0,81.0,-99.0
4670,-99.0,11.5,13.9,5,0.0,-99.0,99.0,-99.0
4671,10.4,5.8,0.3,8,0.0,2.9,68.0,-99.0
4672,31.0,12.0,7.6,9,0.0,8.6,66.0,1023.2
4673,19.1,3.3,1.5,8,0.0,5.3,71.0,-99.0
4674,8.3,8.1,0.9,9,0.0,2.3,66.0,-99.0
4675,-99.0,4.0,-99.0,0,0.0,-99.0,99.0,-99.0
4676,10.4,9.5,0.8,8,0.0,2.9,49.0,-99.0
4677,5.8,16.5,171.4,7,0.0,1.6,80.0,-99.0
4678,5.8,10.4,6.1,4,0.0,1.6,78.0,-99.0
4679,5.8,8.6,-99.0,6,0.0,1.6,50.0,-99.0
4680,20.5,11.7,2.2,1,0.0,5.7,79.0,1024.2
4681,32.4,-99.0,-99.0,9,0.0,9.0,-99.0,1023.2
4682,17.3,11.4,1.7,0,0.0,4.8,79.0,-99.0
4683,1.4,9.7,0.7,9,0.0,0.4,-99.0,-99.0
4684,4.0,10.5,3.2,9,0.0,1.1,76.0,-99.0
4685,12.2,11.4,3.2,8,0.0,3.4,70.0,-99.0
4686,7.2,11.1,2.4,9,0.0,2.0,60.0,-99.0
4687,16.9,7.1,1.6,9,0.0,4.7,-99.0,-99.0
4688,11.5,10.7,52.6,9,0.0,3.2,71.0,1024.0
4689,15.8,10.8,3.7,9,0.0,4.4,65.0,-99.0
4690,4.7,11.1,3.7,2,0.0,1.3,70.0,-99.0
4691,5.8,15.4,131.3,5,0.0,1.6,87.0,-99.0
4692,2.5,-99.0,4.3,6,0.0,0.7,-99.0,-99.0
4693,20.5,10.8,4.5,9,0.0,5.7,68.0,1022.5
4694,22.0,10.7,5.5,9,0.0,6.1,79.0,-99.0
4695,7.2,18.2,116.8,5,0.0,2.0,74.0,1032.6
4696,3.2,19.1,467.3,6,0.0,0.9,68.0,1033.1
4697,0.0,17.3,-99.0,0,0.0,0.0,96.0,1033.4
4698,1.4,17.0,-99.0,2,0.0,0.4,91.0,1034.1
4699,7.6,16.7,192.6,3,0.0,2.1,93.0,1034.2
4700,7.2,16.9,313.7,3,0.0,2.0,90.0,-99.0
4701,-99.0,17.2,-99.0,0,0.0,-99.0,91.0,1034.6
4702,8.6,17.2,349.7,2,0.0,2.4,83.0,1034.2
4703,6.1,-99.0,181.9,3,0.0,1.7,-99.0,-99.0
4704,27.4,18.5,-99.0,2,0.0,7.6,59.0,1026.7
4705,14.8,11.7,4.0,8,0.0,4.1,58.0,-99.0
4706,9.0,20.4,317.3,6,0.0,2.5,60.0,-99.0
4707,24.8,17.5,-99.0,1,0.0,6.9,64.0,1027.0
4708,-99.0,9.3,1.6,0,0.0,-99.0,47.0,-99.0
4709,24.1,12.5,6.1,9,0.0,6.7,64.0,-99.0
4710,3.6,8.8,0.0,1,0.0,1.0,79.0,-99.0
4711,7.2,13.6,-99.0,8,0.0,2.0,48.0,-99.0
4712,13.7,11.9,5.6,0,0.0,3.8,62.0,-99.0
4713,8.3,8.2,-99.0,0,0.0,2.3,68.0,-99.0
4714,17.3,12.3,5.7,9,0.0,4.8,58.0,-99.0
4715,12.2,6.8,-99.0,8,0.0,3.4,63.0,-99.0
4716,6.5,7.6,-99.0,6,-99.0,1.8,72.0,-99.0
4717,-99.0,7.0,-99.0,0,-99.0,-99.0,74.0,-99.0
4718,3.6,7.6,-99.0,6,0.0,1.0,62.0,-99.0
4719,-99.0,2.5,-99.0,0,-99.0,-99.0,96.0,-99.0
4720,9.0,8.3,-99.0,8,0.0,2.5,-99.0,-99.0
4721,11.5,4.8,-99.0,9,0.0,3.2,73.0,-99.0
4722,15.8,3.0,-99.0,9,-99.0,4.4,85.0,-99.0
4723,10.4,4.5,-99.0,8,0.0,2.9,71.0,-99.0
4724,6.1,3.9,-99.0,6,-99.0,1.7,89.0,-99.0
4725,7.9,12.4,3.7,9,0.0,2.2,58.0,-99.0
4726,4.7,13.2,4.6,2,0.0,1.3,62.0,-99.0
4727,41.4,5.5,21.6,0,0.0,11.5,79.0,-99.0
4728,-99.0,10.0,-99.0,0,0.0,-99.0,72.0,1024.6
4729,18.7,14.7,10.5,1,0.0,5.2,42.0,1019.8
4730,-99.0,5.4,-99.0,0,-99.0,-99.0,64.0,-99.0
4731,-99.0,14.1,-99.0,0,0.0,-99.0,47.0,-99.0
4732,17.6,10.2,5.3,8,0.0,4.9,66.0,1020.6
4733,32.8,12.3,11.7,1,0.0,9.1,56.0,1021.1
4734,15.8,5.2,0.4,9,0.0,4.4,66.0,-99.0
4735,24.5,11.0,5.7,9,0.0,6.8,55.0,1020.3
4736,-99.0,-99.0,0.0,1,0.0,-99.0,-99.0,-99.0
4737,10.8,9.3,1.2,8,0.0,3.0,68.0,-99.0
4738,3.6,7.1,0.1,8,0.0,1.0,61.0,1022.3
4739,22.3,0.8,1.3,8,0.0,6.2,84.0,-99.0
4740,14.0,9.3,1.0,9,0.0,3.9,52.0,1021.2
4741,11.2,12.9,5.5,8,0.0,3.1,53.0,-99.0
4742,6.5,10.3,0.0,8,0.0,1.8,-99.0,-99.0
4743,15.1,6.2,0.0,8,0.0,4.2,55.0,1022.8
4744,19.1,5.6,-99.0,7,0.0,5.3,63.0,-99.0
4745,18.7,11.1,5.4,9,0.0,5.2,62.0,1022.6
4746,14.8,11.2,2.1,8,0.0,4.1,63.0,-99.0
4747,6.5,11.1,1.2,8,-99.0,1.8,60.0,-99.0
4748,36.7,12.8,-99.0,1,0.0,10.2,63.0,1023.4
4749,5.8,10.3,0.6,8,0.0,1.6,50.0,-99.0
4750,5.8,-99.0,1.3,7,0.0,1.6,60.0,-99.0
4751,7.6,11.2,4.3,8,0.0,2.1,52.0,-99.0
4752,13.7,10.6,3.1,8,0.0,3.8,52.0,-99.0
4753,-99.0,12.4,-99.0,0,-99.0,-99.0,58.0,-99.0
4754,1.4,13.2,148.2,7,0.0,0.4,99.0,-99.0
4755,27.7,6.9,-99.0,9,0.0,7.7,86.0,-99.0
4756,4.3,14.1,203.8,4,0.1,1.2,99.0,-99.0
4757,4.7,15.7,180.7,5,0.0,1.3,68.0,-99.0
4758,16.6,10.3,3.7,9,0.0,4.6,61.0,-99.0
4759,-99.0,10.9,-99.0,0,0.0,-99.0,61.0,-99.0
4760,14.4,11.5,6.0,9,0.0,4.0,63.0,-99.0
4761,11.2,10.8,1.9,1,0.0,3.1,76.0,1023.2
4762,7.9,11.9,2.0,2,-99.0,2.2,47.0,-99.0
4763,15.5,2.4,-99.0,0,-99.0,4.3,80.0,-99.0
4764,1.4,10.0,-99.0,8,0.0,0.4,68.0,-99.0
4765,-99.0,9.1,-99.0,0,0.0,-99.0,84.0,-99.0
4766,3.2,7.4,-99.0,2,0.0,0.9,82.0,-99.0
4767,7.2,10.0,-99.0,9,0.0,2.0,77.0,-99.0
4768,15.1,9.7,-99.0,8,0.0,4.2,72.0,-99.0
4769,5.8,9.9,-99.0,8,0.0,1.6,75.0,-99.0
4770,2.5,9.4,-99.0,3,0.0,0.7,78.0,-99.0
4771,9.4,9.2,-99.0,9,-99.0,2.6,63.0,-99.0
4772,19.4,11.2,4.6,8,-99.0,5.4,-99.0,-99.0
4773,2.9,8.2,-99.0,6,0.0,0.8,62.0,-99.0
4774,18.7,13.5,-99.0,8,0.0,5.2,45.0,-99.0
4775,13.0,13.6,16.7,9,0.0,3.6,55.0,1020.7
4776,23.0,15.3,-99.0,8,0.0,6.4,50.0,1017.9
4777,26.3,14.9,-99.0,1,0.0,7.3,58.0,1018.3
4778,39.2,15.3,-99.0,9,-99.0,10.9,59.0,1020.5
4779,24.1,11.6,-99.0,8,0.0,6.7,69.0,1019.6
4780,9.7,15.0,556.8,9,0.2,2.7,99.0,-99.0
4781,3.6,9.5,1281.8,4,-99.0,1.0,65.0,1022.5
4782,10.8,10.7,1575.1,8,0.0,3.0,68.0,1023.2
4783,11.2,17.2,-99.0,5,0.0,3.1,89.0,1035.8
4784,19.4,9.7,1441.2,9,0.0,5.4,68.0,1023.5
4785,10.1,12.2,1508.5,8,0.0,2.8,60.0,1023.9
4786,11.5,11.7,1338.4,9,0.0,3.2,64.0,1023.7
4787,19.8,8.2,-99.0,9,0.0,5.5,64.0,1022.6
4788,34.9,14.3,1837.9,9,0.0,9.7,69.0,-99.0
4789,20.9,11.4,-99.0,8,0.0,5.8,52.0,-99.0
4790,6.1,16.2,-99.0,2,0.2,1.7,93.0,-99.0
4791,9.4,14.5,-99.0,9,0.0,2.6,100.0,-99.0
4792,20.2,14.1,1720.5,1,0.0,5.6,49.0,1021.7
4793,-99.0,11.4,-99.0,0,0.0,-99.0,67.0,-99.0
4794,9.4,19.4,366.3,2,0.0,2.6,68.0,-99.0
4795,20.5,6.3,1649.6,8,0.0,5.7,65.0,-99.0
4796,15.5,16.7,-99.0,8,0.0,4.3,87.0,1030.4
4797,-99.0,15.5,601.5,0,0.0,-99.0,81.0,-99.0
4798,-99.0,17.7,446.3,0,0.0,-99.0,74.0,-99.0
4799,-99.0,6.8,598.4,0,0.0,-99.0,100.0,-99.0
4800,14.4,11.1,2170.3,4,0.0,4.0,78.0,-99.0
4801,30.6,6.4,-99.0,2,0.0,8.5,95.0,-99.0
4802,-99.0,7.0,-99.0,0,0.0,-99.0,63.0,-99.0
4803,-99.0,12.3,730.7,0,0.0,-99.0,52.0,-99.0
4804,3.2,16.3,-99.0,5,0.0,0.9,76.0,-99.0
4805,5.0,19.3,-99.0,4,0.0,1.4,66.0,-99.0
4806,31.7,18.1,-99.0,9,0.0,8.8,70.0,-99.0
4807,-99.0,11.3,-99.0,0,-99.0,-99.0,53.0,-99.0
4808,34.9,10.4,-99.0,2,0.0,9.7,100.0,-99.0
4809,4.3,12.3,699.1,5,0.0,1.2,100.0,-99.0
4810,-99.0,20.4,1758.9,0,0.0,-99.0,51.0,-99.0
4811,7.6,22.7,-99.0,6,0.0,2.1,44.0,1028.3
4812,22.0,15.3,-99.0,2,0.0,6.1,71.0,-99.0
4813,14.0,17.3,-99.0,6,0.0,3.9,74.0,1028.6
4814,19.1,8.9,1926.2,8,0.0,5.3,52.0,1018.4
4815,28.4,13.4,-99.0,9,0.0,7.9,58.0,-99.0
4816,5.8,19.2,1270.8,2,0.0,1.6,76.0,-99.0
4817,7.9,11.3,1515.9,1,-99.0,2.2,64.0,1024.2
4818,7.9,22.4,-99.0,6,0.0,2.2,53.0,1029.0
4819,40.0,12.9,1664.6,9,0.0,11.1,59.0,1021.3
4820,24.8,14.0,2035.1,9,0.0,6.9,60.0,-99.0
4821,12.2,13.6,809.7,4,0.0,3.4,94.0,-99.0
4822,9.0,11.6,-99.0,9,0.8,2.5,59.0,-99.0
4823,-99.0,-99.0,0.0,0,-99.0,-99.0,62.0,-99.0
4824,15.5,11.8,-99.0,5,0.0,4.3,74.0,1023.5
4825,5.4,14.1,526.5,4,0.2,1.5,99.0,-99.0
4826,18.4,4.4,1267.5,1,0.0,5.1,90.0,1021.1
4827,20.9,3.5,1054.3,9,0.0,5.8,90.0,-99.0
4828,10.4,6.5,-99.0,8,0.0,2.9,67.0,-99.0
4829,49.0,12.1,1806.7,9,0.0,13.6,64.0,-99.0
4830,9.4,12.0,1724.6,9,-99.0,2.6,68.0,-99.0
4831,15.8,10.3,1217.8,0,-99.0,4.4,53.0,1021.7
4832,9.7,8.5,-99.0,2,-99.0,2.7,63.0,-99.0
4833,10.8,12.0,1480.1,9,0.0,3.0,63.0,-99.0
4834,20.9,13.0,-99.0,9,0.0,5.8,61.0,1020.6
4835,10.8,11.8,968.9,0,0.0,3.0,50.0,-99.0
4836,3.2,17.2,516.5,5,0.1,0.9,85.0,-99.0
4837,8.6,9.1,-99.0,7,0.0,2.4,55.0,-99.0
4838,12.2,16.4,773.6,3,0.0,3.4,95.0,-99.0
4839,7.2,10.4,-99.0,8,0.0,2.0,63.0,-99.0
4840,14.0,7.8,1351.7,9,0.0,3.9,63.0,-99.0
4841,9.4,8.7,-99.0,9,0.0,2.6,56.0,1021.0
4842,9.4,11.7,1234.8,8,-99.0,2.6,67.0,-99.0
4843,8.6,9.0,1684.5,9,0.0,2.4,59.0,1020.6
4844,5.4,13.9,-99.0,8,0.0,1.5,43.0,-99.0
4845,10.1,7.0,1672.1,1,0.0,2.8,57.0,-99.0
4846,9.7,8.6,1605.2,9,0.0,2.7,57.0,-99.0
4847,17.3,7.0,1676.8,8,0.0,4.8,63.0,-99.0
4848,1.4,10.4,1266.9,4,0.0,0.4,67.0,-99.0
4849,-99.0,12.5,720.1,5,0.0,-99.0,98.0,-99.0
4850,18.4,7.7,1605.3,8,0.0,5.1,64.0,-99.0
4851,34.2,12.9,1901.5,9,0.0,9.5,62.0,1022.4
4852,20.9,4.7,1737.0,8,0.0,5.8,71.0,-99.0
4853,9.7,9.9,1431.7,9,0.0,2.7,59.0,-99.0
4854,-99.0,5.4,-99.0,0,0.0,-99.0,79.0,-99.0
4855,27.0,11.3,1695.9,1,0.0,7.5,41.0,-99.0
4856,7.2,16.8,796.5,7,0.0,2.0,96.0,-99.0
4857,6.8,12.5,8.6,1,0.0,1.9,72.0,-99.0
4858,13.0,10.8,-99.0,3,0.0,3.6,37.0,-99.0
4859,22.7,12.2,1570.3,1,0.0,6.3,68.0,1023.5
4860,38.2,-99.0,-99.0,9,0.0,10.6,-99.0,1022.3
4861,23.0,12.8,1746.4,1,0.0,6.4,69.0,-99.0
4862,7.9,12.3,1521.4,9,0.0,2.2,-99.0,-99.0
4863,12.2,12.0,1668.7,9,0.0,3.4,70.0,-99.0
4864,14.0,13.3,1645.0,1,0.0,3.9,58.0,-99.0
4865,15.1,13.3,1876.2,9,0.0,4.2,61.0,-99.0
4866,15.8,9.5,1090.5,9,0.0,4.4,-99.0,-99.0
4867,20.2,12.9,1678.2,9,0.0,5.6,61.0,1023.0
4868,15.8,12.7,1624.6,8,0.0,4.4,64.0,-99.0
4869,16.2,13.6,1689.9,8,0.0,4.5,58.0,-99.0
4870,5.4,16.3,1782.3,5,0.1,1.5,87.0,-99.0
4871,23.4,-99.0,1815.1,9,0.0,6.5,-99.0,-99.0
4872,19.8,13.5,1698.1,9,0.0,5.5,57.0,1021.7
4873,20.2,13.0,1642.6,1,0.0,5.6,69.0,-99.0
4874,6.8,17.5,208.2,6,0.0,1.9,77.0,1035.4
4875,11.2,17.8,693.6,7,0.0,3.1,78.0,1035.9
4876,6.1,17.1,-99.0,3,0.0,1.7,88.0,1035.7
4877,6.5,-99.0,-99.0,1,0.0,1.8,49.0,-99.0
4878,6.8,18.0,-99.0,2,0.0,1.9,87.0,1036.4
4879,11.5,16.9,873.4,3,0.0,3.2,93.0,1036.6
4880,4.3,18.1,1295.0,5,0.0,1.2,76.0,-99.0
4881,-99.0,17.4,-99.0,0,0.0,-99.0,85.0,1036.7
4882,10.1,18.0,1756.7,2,0.0,2.8,80.0,1036.2
4883,14.0,-99.0,666.9,3,0.0,3.9,-99.0,-99.0
4884,15.5,19.1,-99.0,2,0.0,4.3,65.0,1029.3
4885,14.0,14.2,1775.8,1,0.0,3.9,51.0,-99.0
4886,7.9,20.8,1803.6,6,0.0,2.2,59.0,-99.0
4887,27.7,19.3,-99.0,9,0.0,7.7,64.0,1029.3
4888,-99.0,10.5,884.7,0,0.0,-99.0,46.0,-99.0
4889,24.5,14.5,1680.6,9,0.0,6.8,57.0,-99.0
4890,3.2,12.2,1165.6,1,0.0,0.9,70.0,-99.0
4891,14.0,15.2,-99.0,9,0.0,3.9,54.0,-99.0
4892,14.8,14.2,1950.6,1,0.0,4.1,57.0,-99.0
4893,7.9,11.6,-99.0,2,0.0,2.2,58.0,-99.0
4894,15.5,15.5,1787.8,9,0.0,4.3,51.0,-99.0
4895,12.6,10.0,-99.0,9,0.0,3.5,53.0,-99.0
4896,16.9,10.2,-99.0,1,-99.0,4.7,61.0,-99.0
4897,-99.0,9.9,-99.0,0,-99.0,-99.0,59.0,-99.0
4898,13.7,9.6,-99.0,1,0.0,3.8,57.0,-99.0
4899,-99.0,2.6,-99.0,0,-99.0,-99.0,99.0,-99.0
4900,5.8,11.1,-99.0,9,0.0,1.6,-99.0,-99.0
4901,9.4,7.2,-99.0,1,0.0,2.6,64.0,-99.0
4902,15.5,5.2,-99.0,8,-99.0,4.3,72.0,-99.0
4903,11.2,7.3,-99.0,9,0.0,3.1,62.0,-99.0
4904,13.7,7.3,-99.0,8,-99.0,3.8,71.0,-99.0
4905,10.8,14.2,1634.4,8,0.0,3.0,59.0,-99.0
4906,11.5,15.1,1761.5,2,0.0,3.2,65.0,-99.0
4907,46.1,5.5,1897.7,1,0.3,12.8,95.0,-99.0
4908,-99.0,11.7,-99.0,0,0.0,-99.0,66.0,1023.7
4909,26.6,15.3,1875.5,8,0.0,7.4,51.0,1018.8
4910,-99.0,7.2,-99.0,0,-99.0,-99.0,61.0,-99.0
4911,25.6,11.7,1781.8,9,0.0,7.1,69.0,1019.4
4912,44.3,13.5,1814.8,1,0.1,12.3,60.0,1020.2
4913,25.9,6.9,1702.9,9,0.0,7.2,64.0,-99.0
4914,27.4,11.9,1870.4,9,0.0,7.6,64.0,1019.1
4915,-99.0,-99.0,1782.2,1,0.0,-99.0,-99.0,-99.0
4916,4.7,12.0,1706.5,8,0.0,1.3,51.0,-99.0
4917,14.0,9.2,1748.6,2,0.0,3.9,52.0,1021.0
4918,19.1,1.0,1802.4,8,0.0,5.3,89.0,-99.0
4919,14.8,11.6,1752.3,2,0.0,4.1,39.0,1019.8
4920,25.6,14.0,1735.1,9,0.0,7.1,60.0,-99.0
4921,17.6,13.1,0.0,9,0.0,4.9,-99.0,-99.0
4922,13.0,9.5,1643.0,8,0.0,3.6,40.0,1020.1
4923,14.0,10.3,-99.0,9,0.0,3.9,40.0,-99.0
4924,22.7,13.3,1753.6,1,0.0,6.3,53.0,1021.7
4925,15.1,12.8,1721.6,9,0.0,4.2,53.0,-99.0
4926,19.8,12.1,1792.2,0,-99.0,5.5,58.0,-99.0
4927,40.0,13.0,-99.0,1,0.0,11.1,63.0,1022.8
4928,19.4,12.8,1734.2,1,0.0,5.4,46.0,-99.0
4929,20.5,-99.0,1833.2,9,0.0,5.7,63.0,-99.0
4930,23.8,12.2,1676.2,9,0.0,6.6,69.0,-99.0
4931,30.6,12.3,1848.5,8,0.0,8.5,63.0,-99.0
4932,28.8,14.3,1654.6,1,0.0,8.0,60.0,-99.0
4933,4.7,13.0,422.1,4,0.0,1.3,99.0,-99.0
4934,24.1,7.7,-99.0,9,0.0,6.7,83.0,-99.0
4935,11.9,14.3,756.7,3,0.1,3.3,99.0,-99.0
4936,2.5,15.2,626.0,5,0.0,0.7,68.0,-99.0
4937,35.3,12.0,1825.2,9,0.0,9.8,63.0,-99.0
4938,-99.0,12.5,-99.0,0,0.0,-99.0,64.0,-99.0
4939,25.9,13.3,1763.4,1,0.0,7.2,61.0,-99.0
4940,18.7,11.3,1480.4,9,0.0,5.2,65.0,1022.4
4941,23.0,12.6,1820.0,1,-99.0,6.4,60.0,-99.0
4942,21.6,5.0,-99.0,9,-99.0,6.0,69.0,-99.0
4943,4.3,10.8,-99.0,8,0.0,1.2,79.0,-99.0
4944,-99.0,10.3,-99.0,0,0.0,-99.0,76.0,-99.0
4945,6.5,11.3,-99.0,2,0.0,1.8,68.0,-99.0
4946,13.7,12.1,-99.0,9,0.0,3.8,67.0,-99.0
4947,3.2,12.2,-99.0,4,0.0,0.9,60.0,-99.0
4948,7.9,12.5,-99.0,5,0.0,2.2,69.0,-99.0
4949,3.2,11.6,-99.0,6,0.0,0.9,66.0,-99.0
4950,13.0,11.3,-99.0,9,-99.0,3.6,58.0,-99.0
4951,25.9,12.6,1852.8,9,-99.0,7.2,-99.0,-99.0
4952,6.8,10.2,-99.0,6,0.0,1.9,57.0,-99.0
4953,25.9,13.6,-99.0,8,0.0,7.2,60.0,-99.0
4954,26.6,15.3,1908.3,9,0.0,7.4,57.0,1020.1
4955,24.8,15.9,-99.0,8,0.0,6.9,47.0,1017.6
4956,28.8,15.6,-99.0,1,0.0,8.0,54.0,1018.0
4957,34.2,15.4,-99.0,9,-99.0,9.5,54.0,1020.1
4958,28.8,12.3,-99.0,8,0.0,8.0,61.0,1019.1
4959,9.7,15.4,790.1,9,0.0,2.7,99.0,-99.0
4960,11.5,11.0,1782.8,3,-99.0,3.2,59.0,1022.3
4961,14.4,11.7,1688.7,1,0.0,4.0,64.0,1022.9
4962,12.6,17.7,-99.0,5,0.0,3.5,83.0,1035.8
4963,26.3,10.5,1540.7,1,0.0,7.3,63.0,1023.1
4964,11.9,13.0,1562.5,9,0.0,3.3,57.0,1023.6
4965,23.8,12.0,1083.2,8,0.0,6.6,67.0,1023.4
4966,26.6,8.9,-99.0,8,0.0,7.4,57.0,1022.0
4967,34.2,15.2,1968.9,9,0.0,9.5,61.0,-99.0
4968,18.7,12.0,-99.0,8,0.0,5.2,50.0,-99.0
4969,4.7,16.6,-99.0,3,0.0,1.3,88.0,-99.0
4970,10.1,14.7,-99.0,9,0.0,2.8,100.0,-99.0
4971,24.8,14.5,1788.7,1,0.0,6.9,46.0,1021.5
4972,-99.0,11.5,-99.0,0,0.0,-99.0,69.0,-99.0
4973,12.2,19.8,582.5,2,0.0,3.4,63.0,-99.0
4974,18.4,7.3,1713.4,8,0.0,5.1,60.0,-99.0
4975,18.7,17.4,-99.0,8,0.0,5.2,82.0,1029.7
4976,-99.0,16.4,1085.5,0,0.1,-99.0,77.0,-99.0
4977,-99.0,18.6,1206.3,0,0.0,-99.0,67.0,-99.0
4978,-99.0,6.7,812.0,0,0.0,-99.0,100.0,-99.0
4979,6.1,12.0,1853.4,6,0.0,1.7,74.0,-99.0
4980,29.5,6.8,-99.0,2,0.0,8.2,88.0,-99.0
4981,-99.0,8.0,-99.0,0,0.0,-99.0,43.0,-99.0
4982,-99.0,13.6,1780.4,0,0.0,-99.0,35.0,-99.0
4983,3.2,17.8,-99.0,6,0.0,0.9,73.0,-99.0
4984,9.4,19.4,-99.0,6,0.0,2.6,67.0,-99.0
4985,39.2,18.2,-99.0,1,0.0,10.9,67.0,-99.0
4986,-99.0,11.9,-99.0,0,0.0,-99.0,46.0,-99.0
4987,36.0,10.5,-99.0,2,0.0,10.0,100.0,-99.0
4988,10.1,12.7,922.7,5,0.0,2.8,100.0,-99.0
4989,-99.0,19.8,1638.7,0,0.0,-99.0,52.0,-99.0
4990,5.4,23.0,-99.0,4,0.0,1.5,42.0,1027.5
4991,14.0,15.3,-99.0,2,0.0,3.9,68.0,-99.0
4992,16.9,18.2,-99.0,6,0.0,4.7,67.0,1027.3
4993,16.2,9.7,271.8,8,0.0,4.5,47.0,1018.3
4994,-99.0,14.2,-99.0,0,-99.0,-99.0,50.0,-99.0
4995,7.2,19.3,1093.8,2,0.0,2.0,75.0,-99.0
4996,10.8,12.4,1725.3,9,-99.0,3.0,59.0,1024.0
4997,6.5,22.6,-99.0,6,0.0,1.8,54.0,1028.3
4998,37.8,13.4,1782.0,1,0.0,10.5,56.0,1020.9
4999,24.8,14.8,2034.4,9,0.0,6.9,52.0,-99.0
5000,13.7,14.1,1039.9,5,0.0,3.8,92.0,-99.0
5001,13.7,12.5,-99.0,8,0.0,3.8,52.0,-99.0
5002,-99.0,-99.0,0.0,0,-99.0,-99.0,57.0,-99.0
5003,16.9,12.2,-99.0,5,0.0,4.7,69.0,1023.4
5004,7.6,14.3,571.5,3,0.2,2.1,99.0,-99.0
5005,20.9,5.0,1287.6,9,0.0,5.8,88.0,1021.3
5006,15.1,4.1,992.3,9,0.0,4.2,86.0,-99.0
5007,21.2,7.2,-99.0,8,0.0,5.9,66.0,-99.0
5008,49.7,12.2,1863.6,9,0.0,13.8,61.0,-99.0
5009,12.6,12.7,1602.4,8,-99.0,3.5,65.0,-99.0
5010,20.9,10.8,1289.3,9,-99.0,5.8,52.0,1021.5
5011,6.1,9.1,-99.0,9,-99.0,1.7,63.0,-99.0
5012,13.0,12.6,1441.6,9,0.0,3.6,59.0,-99.0
5013,19.1,14.1,-99.0,9,0.0,5.3,52.0,1020.1
5014,19.1,12.4,1861.5,0,0.0,5.3,49.0,-99.0
5015,2.9,17.8,731.2,5,0.1,0.8,78.0,-99.0
5016,8.6,9.3,-99.0,7,0.0,2.4,57.0,-99.0
5017,7.9,17.1,1009.8,3,0.0,2.2,85.0,-99.0
5018,7.9,10.6,-99.0,9,0.0,2.2,63.0,-99.0
5019,14.8,8.7,1594.5,9,0.0,4.1,58.0,-99.0
5020,11.9,9.6,-99.0,9,0.0,3.3,50.0,1020.7
5021,10.1,12.8,1503.6,9,-99.0,2.8,61.0,-99.0
5022,10.8,9.9,1713.6,8,0.0,3.0,55.0,1020.4
5023,10.8,14.7,-99.0,8,0.0,3.0,39.0,-99.0
5024,9.0,7.8,1711.5,9,0.0,2.5,56.0,-99.0
5025,10.8,9.9,1675.5,1,0.0,3.0,50.0,-99.0
5026,15.1,8.1,1665.2,9,0.0,4.2,57.0,-99.0
5027,1.4,11.5,1545.7,2,0.0,0.4,63.0,-99.0
5028,-99.0,12.6,768.6,5,0.0,-99.0,98.0,-99.0
5029,18.4,8.4,1581.9,8,0.0,5.1,60.0,-99.0
5030,32.8,12.9,1893.2,9,0.0,9.1,61.0,1022.1
5031,19.8,5.5,1774.4,8,0.0,5.5,63.0,-99.0
5032,12.2,11.0,1740.4,1,0.0,3.4,51.0,-99.0
5033,-99.0,5.4,-99.0,0,0.0,-99.0,83.0,-99.0
5034,17.6,11.9,1750.6,2,0.0,4.9,40.0,-99.0
5035,9.7,16.6,498.4,7,0.0,2.7,98.0,-99.0
5036,5.0,12.9,7.0,9,0.0,1.4,66.0,-99.0
5037,14.0,11.2,-99.0,2,0.0,3.9,34.0,-99.0
5038,24.8,12.6,1666.2,1,0.0,6.9,66.0,1023.1
5039,36.4,-99.0,-99.0,9,0.0,10.1,-99.0,1022.3
5040,22.7,12.9,1835.7,1,0.0,6.3,66.0,-99.0
5041,8.3,12.7,1475.7,8,0.0,2.3,-99.0,-99.0
5042,12.6,12.8,1645.8,9,0.0,3.5,64.0,-99.0
5043,16.9,13.5,1739.1,9,0.0,4.7,57.0,-99.0
5044,12.6,14.1,1971.5,0,0.0,3.5,54.0,-99.0
5045,15.5,10.3,1136.9,9,0.0,4.3,-99.0,-99.0
5046,17.3,13.2,1665.9,8,0.0,4.8,58.0,1022.7
5047,15.1,13.8,1705.3,9,0.0,4.2,56.0,-99.0
5048,14.0,13.8,1709.7,9,0.0,3.9,57.0,-99.0
5049,9.4,17.1,2025.0,5,0.0,2.6,84.0,-99.0
