,intensidadeVentoKM,temperatura,radiacao,idDireccVento,precAcumulada,intensidadeVento,humidade,pressao
0,9.7,16.5,-99.0,7,0.0,2.7,60.0,1022.8
1,19.8,14.8,-99.0,8,-99.0,5.5,88.0,1024.1
2,9.7,15.3,102.1,9,0.0,2.7,99.0,-99.0
3,5.4,8.6,4.0,6,-99.0,1.5,84.0,1021.2
4,4.0,7.3,-99.0,8,0.0,1.1,96.0,1022.5
5,13.7,14.3,6.3,8,0.0,3.8,89.0,1022.7
6,-99.0,12.4,-99.0,0,0.1,-99.0,88.0,-99.0
7,9.0,19.3,42.4,3,0.0,2.5,69.0,-99.0
8,7.6,16.6,-99.0,3,0.0,2.1,87.0,1028.3
9,-99.0,15.3,121.4,0,0.0,-99.0,85.0,-99.0
10,-99.0,16.5,36.7,0,0.0,-99.0,77.0,-99.0
11,-99.0,6.5,215.8,0,0.0,-99.0,99.0,-99.0
12,23.4,9.6,164.4,4,0.0,6.5,90.0,-99.0
13,28.1,6.2,-99.0,2,0.0,7.8,100.0,-99.0
14,-99.0,4.4,-99.0,0,0.0,-99.0,100.0,-99.0
15,-99.0,12.1,169.9,0,0.1,-99.0,48.0,-99.0
16,2.9,14.4,-99.0,8,0.0,0.8,72.0,-99.0
17,12.6,17.8,-99.0,9,0.0,3.5,72.0,-99.0
18,-99.0,8.4,-99.0,0,0.0,-99.0,97.0,-99.0
19,27.7,10.8,-99.0,2,0.0,7.7,100.0,-99.0
20,13.3,11.2,336.3,6,0.0,3.7,100.0,-99.0
21,-99.0,16.1,91.3,0,0.0,-99.0,69.0,-99.0
22,8.3,19.8,-99.0,6,0.0,2.3,66.0,1026.5
23,3.2,14.8,-99.0,6,0.0,0.9,75.0,-99.0
24,4.0,18.3,-99.0,5,0.0,1.1,70.0,1027.1
25,20.9,9.5,0.2,8,0.3,5.8,100.0,1019.9
26,4.3,10.9,3.0,6,-99.0,1.2,84.0,1022.6
27,13.7,19.4,-99.0,3,0.0,3.8,61.0,1027.2
28,5.0,12.3,215.2,3,0.0,1.4,94.0,-99.0
29,10.4,10.7,-99.0,8,0.0,2.9,91.0,-99.0
30,-99.0,-99.0,0.0,0,-99.0,-99.0,93.0,-99.0
31,2.2,13.7,149.6,3,0.0,0.6,99.0,-99.0
32,4.3,11.9,0.0,7,-99.0,1.2,79.0,-99.0
33,14.8,10.5,0.0,8,-99.0,4.1,64.0,1020.5
34,2.5,7.7,-99.0,6,-99.0,0.7,87.0,-99.0
35,14.0,11.4,0.2,8,0.0,3.9,79.0,-99.0
36,4.7,9.4,0.0,0,0.0,1.3,84.0,-99.0
37,8.3,17.3,185.8,5,0.4,2.3,81.0,-99.0
38,12.2,7.3,-99.0,7,0.0,3.4,83.0,-99.0
39,27.4,17.0,152.6,3,0.0,7.6,84.0,-99.0
40,7.6,9.6,-99.0,7,0.0,2.1,87.0,-99.0
41,1.4,7.7,0.0,8,0.0,0.4,80.0,-99.0
42,7.2,11.0,0.0,8,-99.0,2.0,84.0,-99.0
43,3.6,10.8,0.2,1,0.0,1.0,84.0,-99.0
44,19.1,13.1,9.7,8,0.2,5.3,94.0,1022.9
45,34.2,5.0,1.8,8,0.0,9.5,100.0,-99.0
46,6.1,8.9,0.0,7,0.0,1.7,96.0,-99.0
47,-99.0,5.8,-99.0,0,0.0,-99.0,99.0,-99.0
48,7.6,11.0,0.3,4,0.0,2.1,73.0,-99.0
49,10.1,16.8,215.5,5,0.0,2.8,84.0,-99.0
50,5.0,11.7,19.8,8,0.0,1.4,95.0,-99.0
51,26.3,10.0,-99.0,8,0.0,7.3,65.0,-99.0
52,30.2,-99.0,-99.0,9,0.4,8.4,-99.0,1023.1
53,12.6,12.8,2.0,9,0.0,3.5,90.0,-99.0
54,2.5,11.5,0.8,8,0.0,0.7,-99.0,-99.0
55,8.3,11.9,3.2,7,0.0,2.3,92.0,-99.0
56,6.1,12.8,1.7,9,0.0,1.7,88.0,-99.0
57,10.1,13.6,0.6,7,0.1,2.8,95.0,-99.0
58,17.6,9.5,1.6,8,0.0,4.9,-99.0,-99.0
59,9.7,12.2,7.2,8,0.0,2.7,97.0,-99.0
60,10.8,16.2,309.5,5,0.0,3.0,82.0,-99.0
61,8.6,-99.0,41.5,8,0.1,2.4,-99.0,-99.0
62,12.6,13.0,4.8,8,0.1,3.5,100.0,1022.4
63,6.5,17.5,85.4,4,0.0,1.8,75.0,1035.5
64,11.9,18.3,341.8,4,0.0,3.3,71.0,1035.9
65,9.4,18.3,-99.0,2,0.0,2.6,80.0,1034.7
66,13.0,17.5,-99.0,2,0.0,3.6,81.0,1035.4
67,23.0,17.6,136.4,3,0.0,6.4,81.0,1035.8
68,9.0,18.1,387.3,3,0.0,2.5,76.0,-99.0
69,-99.0,17.4,-99.0,0,0.0,-99.0,80.0,1035.7
70,20.9,-99.0,171.0,3,0.0,5.8,-99.0,-99.0
71,21.6,19.3,-99.0,2,0.0,6.0,65.0,1027.6
72,5.4,19.8,119.2,2,0.0,1.5,62.0,-99.0
73,18.4,18.3,-99.0,1,0.0,5.1,72.0,1027.9
74,10.4,14.9,6.6,7,0.0,2.9,88.0,-99.0
75,5.0,10.8,0.0,7,0.1,1.4,87.0,-99.0
76,4.3,14.8,-99.0,8,0.0,1.2,84.0,-99.0
77,11.9,14.9,12.4,8,0.0,3.3,85.0,-99.0
78,7.6,10.0,-99.0,7,0.0,2.1,86.0,-99.0
79,7.6,8.9,-99.0,6,-99.0,2.1,94.0,-99.0
80,-99.0,9.1,-99.0,0,-99.0,-99.0,78.0,-99.0
81,-99.0,4.5,-99.0,0,-99.0,-99.0,100.0,-99.0
82,11.9,5.8,-99.0,8,-99.0,3.3,100.0,-99.0
83,54.4,8.9,4.8,9,0.3,15.1,100.0,-99.0
84,-99.0,6.2,-99.0,0,-99.0,-99.0,100.0,-99.0
85,15.1,12.1,4.4,7,0.0,4.2,98.0,1021.7
86,15.5,7.6,0.0,8,0.0,4.3,94.0,-99.0
87,-99.0,-99.0,0.2,7,0.0,-99.0,-99.0,-99.0
88,16.2,8.7,0.0,7,0.0,4.5,74.0,1019.8
89,42.8,2.6,0.1,8,0.0,11.9,100.0,-99.0
90,5.4,11.9,0.0,7,0.0,1.5,-99.0,-99.0
91,12.6,6.7,-99.0,7,0.0,3.5,68.0,-99.0
92,17.6,14.1,7.1,8,0.0,4.9,86.0,1022.7
93,12.6,13.3,2.2,8,0.1,3.5,86.0,-99.0
94,11.2,13.8,2.0,8,-99.0,3.1,88.0,-99.0
95,12.6,13.1,1.7,6,0.0,3.5,81.0,-99.0
96,9.0,-99.0,2.1,7,0.0,2.5,87.0,-99.0
97,14.0,13.8,4.0,7,0.0,3.9,77.0,-99.0
98,10.1,11.6,141.7,4,0.1,2.8,99.0,-99.0
99,17.3,13.6,146.1,3,0.0,4.8,99.0,-99.0
100,14.4,16.2,305.0,8,0.0,4.0,68.0,-99.0
101,-99.0,13.0,-99.0,0,0.0,-99.0,86.0,-99.0
102,10.4,13.4,3.3,7,-99.0,2.9,77.0,-99.0
103,26.3,4.5,-99.0,8,-99.0,7.3,92.0,-99.0
104,4.3,10.1,-99.0,4,-99.0,1.2,93.0,-99.0
105,11.5,13.6,6.6,7,-99.0,3.2,-99.0,-99.0
106,9.4,15.9,-99.0,7,0.0,2.6,58.0,1026.4
107,18.7,16.8,-99.0,8,-99.0,5.2,60.0,1027.2
108,9.7,14.7,447.9,9,0.1,2.7,99.0,-99.0
109,1.8,7.3,151.2,7,-99.0,0.5,99.0,1023.9
110,11.9,5.4,-99.0,5,0.0,3.3,98.0,1026.8
111,14.8,15.3,1166.8,6,0.0,4.1,70.0,1026.8
112,-99.0,11.5,-99.0,0,0.1,-99.0,93.0,-99.0
113,4.3,21.3,950.9,3,0.0,1.2,60.0,-99.0
114,19.1,18.3,-99.0,4,0.0,5.3,82.0,1028.6
115,-99.0,17.1,1528.2,0,0.0,-99.0,78.0,-99.0
116,-99.0,20.4,1497.3,0,0.0,-99.0,60.0,-99.0
117,-99.0,9.7,1887.1,0,0.0,-99.0,90.0,-99.0
118,18.0,10.5,1675.9,4,0.0,5.0,88.0,-99.0
119,10.4,6.5,-99.0,2,0.0,2.9,99.0,-99.0
120,-99.0,5.9,-99.0,0,0.0,-99.0,100.0,-99.0
121,-99.0,13.0,854.1,0,0.3,-99.0,53.0,-99.0
122,5.4,15.3,-99.0,3,0.0,1.5,75.0,-99.0
123,9.7,18.6,-99.0,3,0.0,2.7,74.0,-99.0
124,-99.0,6.5,-99.0,0,0.0,-99.0,96.0,-99.0
125,10.4,13.1,-99.0,2,0.0,2.9,83.0,-99.0
126,11.5,11.8,698.6,4,1.0,3.2,100.0,-99.0
127,-99.0,16.7,1190.5,0,0.0,-99.0,64.0,-99.0
128,4.3,21.0,-99.0,3,0.0,1.2,66.0,1027.8
129,2.5,14.0,-99.0,1,0.0,0.7,79.0,-99.0
130,8.6,18.6,-99.0,6,0.0,2.4,69.0,1028.0
131,11.9,8.5,1379.5,8,0.0,3.3,85.0,1024.8
132,1.8,8.8,248.7,7,-99.0,0.5,99.0,1025.3
133,12.6,20.4,-99.0,3,0.1,3.5,64.0,1028.7
134,6.5,11.9,652.0,4,0.0,1.8,99.0,-99.0
135,9.0,11.1,-99.0,7,0.0,2.5,83.0,-99.0
136,-99.0,-99.0,0.0,0,-99.0,-99.0,88.0,-99.0
137,2.2,13.7,430.6,5,0.0,0.6,99.0,-99.0
138,1.4,9.8,213.8,2,-99.0,0.4,99.0,-99.0
139,13.7,11.3,565.0,6,-99.0,3.8,77.0,1021.7
140,10.1,7.6,-99.0,7,-99.0,2.8,99.0,-99.0
141,9.4,9.3,227.4,8,1.2,2.6,100.0,-99.0
142,1.1,7.3,258.5,0,0.3,0.3,98.0,-99.0
143,18.7,17.7,1154.0,5,0.7,5.2,77.0,-99.0
144,7.6,7.0,-99.0,6,0.0,2.1,89.0,-99.0
145,29.9,17.8,1511.3,3,0.0,8.3,78.0,-99.0
146,7.6,8.6,-99.0,6,0.3,2.1,99.0,-99.0
147,7.9,8.4,508.1,6,0.0,2.2,90.0,-99.0
148,6.1,10.7,289.7,5,-99.0,1.7,95.0,-99.0
149,6.1,11.5,388.3,1,0.0,1.7,95.0,-99.0
150,14.8,12.8,724.7,6,0.0,4.1,88.0,1026.5
151,31.0,7.8,798.9,7,0.0,8.6,94.0,-99.0
152,9.0,6.9,247.4,6,0.0,2.5,99.0,-99.0
153,-99.0,7.3,-99.0,0,0.2,-99.0,99.0,-99.0
154,3.6,7.9,1022.7,1,0.0,1.0,80.0,-99.0
155,13.0,17.4,693.7,4,0.0,3.6,85.0,-99.0
156,3.2,7.6,89.1,4,0.2,0.9,100.0,-99.0
157,11.5,11.1,-99.0,8,0.0,3.2,71.0,-99.0
158,10.1,-99.0,-99.0,7,0.0,2.8,-99.0,1027.0
159,6.1,10.9,498.7,5,0.0,1.7,100.0,-99.0
160,2.2,9.5,210.4,5,0.0,0.6,-99.0,-99.0
161,7.6,8.3,311.1,4,0.1,2.1,96.0,-99.0
162,1.4,10.6,395.9,3,0.1,0.4,93.0,-99.0
163,6.8,13.9,1669.8,8,0.0,1.9,75.0,-99.0
164,10.4,9.6,421.8,7,0.2,2.9,-99.0,-99.0
165,4.0,10.0,1065.7,6,0.0,1.1,82.0,-99.0
166,17.3,16.5,1664.6,6,0.0,4.8,83.0,-99.0
167,7.6,-99.0,810.8,7,0.0,2.1,-99.0,-99.0
168,5.0,11.3,1267.3,5,0.0,1.4,86.0,1026.5
169,10.1,17.5,218.5,4,0.0,2.8,77.0,1037.3
170,19.1,18.3,708.8,4,0.0,5.3,74.0,1037.6
171,7.6,18.7,-99.0,3,0.0,2.1,77.0,1036.1
172,15.5,17.5,-99.0,2,0.0,4.3,87.0,1036.8
173,13.7,16.9,787.5,3,0.0,3.8,89.0,1037.2
174,6.5,18.2,1407.5,6,0.0,1.8,74.0,-99.0
175,-99.0,17.9,-99.0,0,0.0,-99.0,79.0,1036.8
176,27.0,-99.0,955.7,3,0.0,7.5,-99.0,-99.0
177,16.2,19.6,-99.0,3,0.0,4.5,68.0,1028.7
178,15.1,20.1,1988.0,4,0.0,4.2,66.0,-99.0
179,17.3,19.6,-99.0,3,0.0,4.8,67.0,1028.9
180,8.3,15.0,1256.3,7,0.0,2.3,72.0,-99.0
181,6.8,11.4,329.0,6,1.0,1.9,99.0,-99.0
182,13.7,16.0,-99.0,8,0.0,3.8,69.0,-99.0
183,5.8,14.5,931.2,5,0.0,1.6,74.0,-99.0
184,7.9,7.6,-99.0,6,0.0,2.2,97.0,-99.0
185,9.7,7.0,-99.0,5,-99.0,2.7,98.0,-99.0
186,-99.0,7.7,-99.0,0,-99.0,-99.0,93.0,-99.0
187,-99.0,6.9,-99.0,0,-99.0,-99.0,100.0,-99.0
188,23.8,7.5,-99.0,7,-99.0,6.6,100.0,-99.0
189,51.1,7.2,1360.7,9,0.0,14.2,100.0,-99.0
190,-99.0,5.2,-99.0,0,-99.0,-99.0,99.0,-99.0
191,17.3,13.2,1377.8,8,0.0,4.8,71.0,1026.2
192,8.6,10.2,817.1,7,0.0,2.4,76.0,-99.0
193,-99.0,-99.0,1395.1,8,0.0,-99.0,-99.0,-99.0
194,9.0,8.9,378.0,5,0.0,2.5,94.0,1022.4
195,38.9,5.1,674.1,8,0.2,10.8,100.0,-99.0
196,3.2,7.0,0.0,9,0.0,0.9,-99.0,-99.0
197,6.5,7.6,-99.0,6,0.0,1.8,87.0,-99.0
198,10.8,14.9,1090.1,7,0.0,3.0,74.0,1026.7
199,8.3,11.9,1463.8,7,0.0,2.3,77.0,-99.0
200,5.0,11.8,1642.1,8,-99.0,1.4,78.0,-99.0
201,13.7,12.8,1163.7,7,0.0,3.8,67.0,-99.0
202,13.0,-99.0,1511.4,7,0.0,3.6,67.0,-99.0
203,9.4,11.9,1886.9,8,0.0,2.6,74.0,-99.0
204,12.2,11.6,390.6,4,0.0,3.4,99.0,-99.0
205,18.0,14.0,876.1,2,0.0,5.0,99.0,-99.0
206,16.2,16.1,483.9,8,0.0,4.5,68.0,-99.0
207,-99.0,13.5,-99.0,0,0.0,-99.0,67.0,-99.0
208,5.8,11.0,1762.8,6,-99.0,1.6,72.0,-99.0
209,12.6,5.7,-99.0,6,-99.0,3.5,100.0,-99.0
210,4.0,8.0,-99.0,6,-99.0,1.1,96.0,-99.0
211,17.3,14.1,1636.0,8,-99.0,4.8,-99.0,-99.0
212,7.6,8.7,-99.0,8,0.0,2.1,80.0,1027.5
213,6.8,7.2,-99.0,9,0.0,1.9,90.0,1027.3
214,4.3,9.2,-99.0,2,-99.0,1.2,83.0,1027.5
215,5.0,6.1,-99.0,7,0.0,1.4,81.0,1028.0
216,9.7,14.5,0.0,9,0.0,2.7,99.0,-99.0
217,2.5,7.3,3.8,5,0.0,0.7,95.0,1028.1
218,1.4,5.8,2.4,2,0.0,0.4,98.0,1028.7
219,5.8,15.5,-99.0,3,0.0,1.6,99.0,1037.1
220,5.0,8.5,2.4,4,0.0,1.4,90.0,1028.9
221,1.8,6.8,2.4,1,0.0,0.5,95.0,1028.7
222,7.6,6.4,2.4,4,0.0,2.1,95.0,1028.3
223,9.0,6.2,-99.0,9,0.0,2.5,94.0,1030.1
224,7.9,7.4,0.0,1,0.0,2.2,99.0,-99.0
225,2.9,0.9,-99.0,9,0.0,0.8,99.0,-99.0
226,14.8,16.4,-99.0,2,0.0,4.1,91.0,-99.0
227,0.0,6.9,-99.0,0,0.0,0.0,-99.0,-99.0
228,5.4,11.6,0.0,9,0.0,1.5,76.0,1028.0
229,-99.0,5.1,-99.0,0,0.0,-99.0,95.0,-99.0
230,17.6,17.4,2.7,5,0.3,4.9,72.0,-99.0
231,9.7,6.0,0.0,6,0.0,2.7,84.0,-99.0
232,9.0,15.3,-99.0,5,0.0,2.5,92.0,1025.8
233,-99.0,13.4,0.0,0,0.0,-99.0,90.0,-99.0
234,-99.0,14.7,0.2,0,0.0,-99.0,83.0,-99.0
235,-99.0,4.4,0.3,0,0.1,-99.0,100.0,-99.0
236,2.9,8.2,0.1,1,1.3,0.8,100.0,-99.0
237,13.3,5.8,-99.0,6,0.7,3.7,83.0,-99.0
238,-99.0,4.1,-99.0,0,0.2,-99.0,87.0,-99.0
239,-99.0,11.4,84.0,0,0.0,-99.0,53.0,-99.0
240,5.0,12.2,-99.0,9,0.9,1.4,92.0,-99.0
241,2.2,15.0,-99.0,2,0.0,0.6,92.0,-99.0
242,16.6,16.7,-99.0,6,0.0,4.6,85.0,-99.0
243,-99.0,2.7,-99.0,0,0.0,-99.0,94.0,-99.0
244,9.4,9.0,-99.0,4,1.1,2.6,96.0,-99.0
245,11.2,9.6,0.0,5,0.0,3.1,99.0,-99.0
246,-99.0,14.2,0.7,0,2.1,-99.0,79.0,-99.0
247,4.7,17.5,-99.0,2,0.0,1.3,77.0,1025.1
248,4.0,11.6,-99.0,3,0.9,1.1,92.0,-99.0
249,8.6,14.5,-99.0,2,1.5,2.4,77.0,1025.2
250,2.2,7.7,0.0,8,0.0,0.6,79.0,1027.0
251,4.0,4.3,-99.0,2,0.0,1.1,96.0,-99.0
252,8.6,16.7,0.4,2,0.2,2.4,92.0,-99.0
253,0.7,5.3,3.0,2,-99.0,0.2,98.0,1029.6
254,1.1,16.8,-99.0,3,0.1,0.3,80.0,1025.9
255,9.0,11.0,0.0,2,0.0,2.5,80.0,1028.3
256,5.0,9.5,0.0,3,0.0,1.4,-99.0,-99.0
257,2.5,8.3,0.0,6,0.0,0.7,95.0,-99.0
258,6.5,9.4,-99.0,8,0.0,1.8,75.0,-99.0
259,-99.0,-99.0,-99.0,0,-99.0,-99.0,82.0,-99.0
260,5.4,7.7,-99.0,7,0.0,1.5,100.0,1027.5
261,3.6,12.3,0.0,5,0.0,1.0,91.0,-99.0
262,4.3,4.5,0.3,4,0.0,1.2,98.0,1027.0
263,3.6,3.0,0.0,7,0.0,1.0,99.0,-99.0
264,2.9,4.9,-99.0,9,0.0,0.8,86.0,-99.0
265,10.8,12.3,0.0,9,-99.0,3.0,73.0,-99.0
266,2.5,7.4,0.0,9,-99.0,0.7,97.0,-99.0
267,4.3,1.2,0.0,5,-99.0,1.2,98.0,1030.0
268,0.0,6.9,-99.0,1,-99.0,0.0,93.0,-99.0
269,5.4,5.7,0.0,8,0.0,1.5,100.0,-99.0
270,5.8,4.1,-99.0,2,0.0,1.6,97.0,1028.7
271,1.1,3.6,0.0,0,0.0,0.3,97.0,-99.0
272,13.0,16.2,0.4,4,0.0,3.6,94.0,-99.0
273,0.0,0.5,-99.0,2,0.0,0.0,90.0,-99.0
274,24.5,15.9,0.4,2,0.0,6.8,100.0,-99.0
275,1.8,2.9,-99.0,3,0.0,0.5,99.0,-99.0
276,0.0,-1.5,0.0,5,0.0,0.0,93.0,-99.0
277,2.2,4.9,-99.0,2,0.0,0.6,100.0,1027.7
278,2.5,6.6,0.0,2,-99.0,0.7,95.0,-99.0
279,3.6,4.1,0.0,6,0.0,1.0,87.0,1027.5
280,4.3,4.1,-99.0,5,0.0,1.2,100.0,-99.0
281,0.7,1.9,0.0,1,0.0,0.2,95.0,-99.0
282,6.1,2.8,0.0,7,0.0,1.7,96.0,-99.0
283,7.9,5.6,0.0,7,0.0,2.2,99.0,-99.0
284,0.0,3.4,0.0,7,0.0,0.0,97.0,-99.0
285,-99.0,10.3,0.0,3,0.0,-99.0,99.0,-99.0
286,3.2,3.2,0.0,5,0.0,0.9,95.0,-99.0
287,6.5,8.3,0.0,4,0.0,1.8,93.0,1027.8
288,2.2,3.8,0.0,8,0.0,0.6,95.0,-99.0
289,0.7,6.0,0.0,3,0.0,0.2,92.0,-99.0
290,-99.0,5.2,-99.0,0,0.0,-99.0,99.0,-99.0
291,0.0,4.0,0.0,3,0.0,0.0,92.0,-99.0
292,16.6,16.3,4.7,6,0.1,4.6,100.0,-99.0
293,7.2,7.2,-99.0,2,0.0,2.0,95.0,-99.0
294,0.7,4.6,-99.0,6,0.0,0.2,82.0,-99.0
295,2.9,7.9,0.0,4,0.0,0.8,95.0,1028.8
296,9.7,-99.0,-99.0,3,0.0,2.7,-99.0,1028.0
297,0.0,3.2,0.0,6,0.0,0.0,100.0,-99.0
298,0.0,4.9,0.0,2,0.0,0.0,-99.0,-99.0
299,1.4,5.4,0.0,8,0.0,0.4,96.0,-99.0
300,8.6,4.9,-99.0,2,0.0,2.4,92.0,-99.0
301,1.4,6.4,0.0,2,0.0,0.4,94.0,-99.0
302,5.8,8.1,0.0,2,0.0,1.6,-99.0,-99.0
303,4.0,4.8,0.0,4,0.0,1.1,97.0,1029.1
304,3.2,3.1,0.6,1,0.0,0.9,100.0,-99.0
305,0.4,4.0,0.0,4,0.0,0.1,95.0,-99.0
306,14.0,15.4,0.4,3,0.7,3.9,92.0,-99.0
307,1.8,-99.0,4.7,6,0.0,0.5,-99.0,-99.0
308,4.7,7.7,0.0,8,0.0,1.3,97.0,1028.1
309,0.0,5.9,0.0,4,0.0,0.0,100.0,-99.0
310,6.8,15.5,0.0,6,0.0,1.9,89.0,1036.9
311,11.2,15.9,0.0,2,0.0,3.1,80.0,1037.2
312,5.8,14.8,-99.0,5,0.0,1.6,88.0,1035.5
313,4.3,-99.0,-99.0,9,0.0,1.2,74.0,-99.0
314,15.5,16.5,-99.0,2,0.0,4.3,79.0,1036.1
315,16.6,16.9,1.6,2,0.0,4.6,75.0,1036.4
316,10.8,15.9,0.0,3,0.0,3.0,75.0,-99.0
317,3.2,16.5,-99.0,1,0.0,0.9,77.0,1035.9
318,23.0,16.7,0.0,2,0.0,6.4,88.0,1033.3
319,28.1,-99.0,0.0,2,0.6,7.8,-99.0,-99.0
320,7.2,16.9,-99.0,7,0.0,2.0,81.0,1025.9
321,2.2,9.3,0.0,9,0.0,0.6,91.0,-99.0
322,3.2,17.2,0.0,3,0.2,0.9,79.0,-99.0
323,4.0,15.6,-99.0,4,0.0,1.1,78.0,1025.9
324,-99.0,2.6,0.0,0,0.0,-99.0,88.0,-99.0
325,4.0,10.4,0.0,2,0.0,1.1,91.0,-99.0
326,1.1,7.5,0.0,8,0.0,0.3,99.0,-99.0
327,9.0,11.0,-99.0,1,0.0,2.5,86.0,-99.0
328,2.9,6.3,0.0,8,0.0,0.8,95.0,-99.0
329,1.8,4.1,-99.0,4,0.0,0.5,97.0,-99.0
330,8.3,7.6,0.0,3,0.0,2.3,93.0,-99.0
331,5.0,6.3,-99.0,6,0.0,1.4,84.0,-99.0
332,2.2,5.9,-99.0,4,-99.0,0.6,92.0,-99.0
333,-99.0,7.6,-99.0,0,-99.0,-99.0,85.0,-99.0
334,0.4,2.2,-99.0,6,0.0,0.1,97.0,-99.0
335,-99.0,5.1,-99.0,0,-99.0,-99.0,92.0,-99.0
336,3.6,3.7,-99.0,2,0.0,1.0,-99.0,-99.0
337,5.4,5.2,-99.0,9,0.0,1.5,93.0,-99.0
338,7.9,5.1,-99.0,9,0.0,2.2,90.0,-99.0
339,2.9,4.4,-99.0,7,0.0,0.8,94.0,-99.0
340,8.6,4.3,-99.0,5,-99.0,2.4,100.0,-99.0
341,0.0,6.6,0.0,1,0.0,0.0,93.0,-99.0
342,7.6,8.2,0.0,3,0.0,2.1,91.0,1028.2
343,0.4,3.8,0.0,1,0.0,0.1,94.0,-99.0
344,15.1,5.5,0.0,2,0.0,4.2,90.0,-99.0
345,-99.0,6.3,-99.0,0,0.0,-99.0,99.0,1028.2
346,8.3,10.1,0.0,1,0.0,2.3,72.0,1027.5
347,-99.0,3.2,-99.0,0,-99.0,-99.0,94.0,-99.0
348,5.4,6.5,0.0,1,0.0,1.5,97.0,1027.4
349,8.6,10.6,0.0,1,0.0,2.4,92.0,1027.4
350,5.0,1.6,0.0,3,0.0,1.4,99.0,-99.0
351,5.8,7.9,0.0,3,0.0,1.6,78.0,1027.3
352,-99.0,-99.0,0.0,7,0.0,-99.0,-99.0,-99.0
353,6.8,8.3,0.0,1,0.0,1.9,82.0,-99.0
354,1.1,4.8,0.0,4,0.0,0.3,95.0,1027.4
355,13.0,5.7,0.0,8,0.0,3.6,28.0,-99.0
356,2.2,7.2,0.0,8,0.0,0.6,84.0,1027.8
357,0.0,4.2,0.0,7,0.0,0.0,100.0,-99.0
358,1.1,1.8,0.0,4,0.0,0.3,-99.0,-99.0
359,3.2,2.8,0.0,4,0.0,0.9,86.0,1030.0
360,3.6,1.9,-99.0,3,0.0,1.0,89.0,-99.0
361,2.2,10.8,0.0,9,0.0,0.6,77.0,1028.2
362,5.8,4.9,0.0,2,0.0,1.6,93.0,-99.0
363,2.2,6.6,0.0,2,-99.0,0.6,90.0,-99.0
364,8.3,10.8,-99.0,3,0.0,2.3,84.0,1028.1
365,1.8,4.2,0.0,6,0.0,0.5,90.0,-99.0
366,5.8,3.3,0.0,6,0.0,1.6,91.0,-99.0
367,0.0,5.3,0.0,1,0.0,0.0,91.0,-99.0
368,7.2,7.1,0.0,1,0.0,2.0,86.0,-99.0
369,1.8,5.7,0.0,3,0.0,0.5,100.0,-99.0
370,5.4,11.2,0.0,3,0.2,1.5,99.0,-99.0
371,10.1,8.7,-99.0,2,0.0,2.8,81.0,-99.0
372,18.4,12.8,0.0,2,0.0,5.1,99.0,-99.0
373,18.7,15.4,5.2,8,0.0,5.2,68.0,-99.0
374,6.1,6.1,0.0,3,0.0,1.7,85.0,-99.0
375,-99.0,2.9,-99.0,0,0.0,-99.0,97.0,-99.0
376,2.5,4.6,0.0,3,0.0,0.7,97.0,-99.0
377,12.6,6.9,0.0,4,0.0,3.5,100.0,1027.7
378,2.2,3.8,0.0,2,-99.0,0.6,100.0,-99.0
379,2.5,3.0,-99.0,2,-99.0,0.7,96.0,-99.0
380,6.5,5.6,-99.0,2,0.0,1.8,87.0,-99.0
381,-99.0,8.3,-99.0,0,0.0,-99.0,87.0,-99.0
382,6.1,2.8,-99.0,2,0.0,1.7,93.0,-99.0
383,3.6,5.0,-99.0,4,0.0,1.0,93.0,-99.0
384,1.1,4.3,-99.0,7,0.0,0.3,94.0,-99.0
385,2.2,5.0,-99.0,2,0.0,0.6,94.0,-99.0
386,1.1,3.2,-99.0,8,0.0,0.3,95.0,-99.0
387,5.4,3.3,-99.0,3,-99.0,1.5,93.0,-99.0
388,1.4,4.8,0.0,6,0.0,0.4,-99.0,-99.0
389,1.8,3.6,-99.0,9,0.0,0.5,96.0,-99.0
390,10.1,10.4,-99.0,9,0.0,2.8,75.0,-99.0
391,2.2,7.0,0.0,3,0.0,0.6,94.0,1027.8
392,8.6,15.1,-99.0,7,0.0,2.4,59.0,1027.1
393,15.1,16.2,-99.0,8,-99.0,4.2,61.0,1027.7
394,9.7,14.9,304.2,9,0.2,2.7,99.0,-99.0
395,2.2,7.2,176.8,2,-99.0,0.6,99.0,1024.8
396,9.7,5.9,-99.0,5,0.1,2.7,97.0,1027.4
397,7.2,13.3,661.4,6,0.0,2.0,78.0,1027.5
398,-99.0,11.4,-99.0,0,0.0,-99.0,91.0,-99.0
399,5.4,20.3,727.0,3,0.0,1.5,65.0,-99.0
400,18.4,17.9,-99.0,4,0.0,5.1,82.0,1028.5
401,-99.0,16.3,1030.2,0,0.0,-99.0,80.0,-99.0
402,-99.0,18.6,1105.6,0,0.0,-99.0,69.0,-99.0
403,-99.0,9.2,1498.9,0,0.0,-99.0,94.0,-99.0
404,20.9,9.9,914.4,4,0.0,5.8,96.0,-99.0
405,14.0,6.6,-99.0,2,0.0,3.9,99.0,-99.0
406,-99.0,5.9,-99.0,0,0.0,-99.0,100.0,-99.0
407,-99.0,12.3,414.3,0,0.0,-99.0,53.0,-99.0
408,5.8,14.6,-99.0,3,0.0,1.6,81.0,-99.0
409,11.9,18.3,-99.0,4,0.0,3.3,74.0,-99.0
